,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,time_signature,speechiness,track_popularity,track_id,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre
1266,0.791,122.085,0.571,electronic,-5.935,0.0612,0.585,4,0.0741,70,4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),2024-04-19,0.0,1,1,175803,0.0494,tropical
1268,0.942,120.0,0.762,electronic,-6.432,0.115,0.038,4,0.038,72,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,2023-03-31,0.764,0,9,140000,0.586,tropical
1270,0.836,113.998,0.729,electronic,-4.312,0.336,0.288,4,0.0462,71,6yv0ZjBlZy2oRFq7jAis2C,Riptide,2022-04-21,3.27e-05,1,8,154731,0.156,tropical
1275,0.869,126.027,0.874,electronic,-5.996,0.164,0.726,4,0.0315,80,5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,2021-10-22,0.00238,0,1,102861,0.00116,techno
1276,0.729,127.028,0.88,electronic,-6.378,0.185,0.246,4,0.176,79,39glDGcpBhLVMSsQhvtqHR,I Only Smoke When I Drink,2024-08-22,0.0113,0,11,198425,0.334,techno
1277,0.86,128.004,0.755,electronic,-4.811,0.344,0.618,4,0.0523,77,5OFVzqSeFxGpvDGyHvVeLj,It's Not Right But It's Okay,2024-02-23,7.47e-06,0,5,152305,0.0144,techno
1278,0.813,125.91,0.513,electronic,-2.744,0.258,0.355,4,0.0335,77,7K1BLb6MpvKuGEPpHw35mO,Never Going Home Tonight (feat. Madison Love),2024-09-06,0.0,1,5,164285,0.28,techno
1279,0.797,121.985,0.845,electronic,-4.984,0.167,0.422,4,0.139,77,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,2022-02-18,5.57e-06,1,1,151475,0.0582,techno
1282,0.69,125.004,0.847,electronic,-7.877,0.0526,0.692,4,0.0493,76,4zN21mbAuaD0WqtmaTZZeP,Ferrari,2022-04-01,6e-05,0,1,186662,0.0127,techno
1283,0.896,101.216,0.67,electronic,-4.673,0.344,0.403,3,0.058,75,2USlegnFJLrVLpoVfPimKB,Thunder,2021-05-07,3.21e-05,1,1,160000,0.0342,techno
1284,0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,4,0.0352,75,23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,2023-06-15,0.188,0,7,231545,0.12,techno
1285,0.722,121.964,0.587,electronic,-6.983,0.543,0.466,4,0.0709,75,780be5fB7823aHG06mwTat,Baianá,2020-10-09,0.668,0,2,180843,0.000754,techno
1286,0.886,120.032,0.655,electronic,-5.227,0.277,0.778,4,0.0502,74,5sTLGx6c7YRwnrWm6O091n,Supernova Love,2024-11-08,0.0,0,10,199505,0.066,techno
1287,0.655,129.89,0.558,electronic,-5.476,0.0854,0.39,4,0.0379,77,3bg2qahpZmsg5wV2EMPXIk,Forever Young,2024-10-18,0.0,1,0,156923,0.208,techno
1288,0.637,120.033,0.847,electronic,-8.751,0.121,0.0509,4,0.0587,74,5KTZgG84bKFGm53lhLtTqc,Mwaki,2023-10-27,0.201,0,7,208135,0.201,techno
1289,0.793,87.024,0.545,electronic,-3.615,0.335,0.411,4,0.0371,74,5Jpz4nv8nA6FIYO5gEyQa2,Alibi (feat. Rudimental),2024-01-12,0.00281,0,0,184852,0.191,techno
1290,0.647,117.737,0.581,electronic,-7.335,0.304,0.257,4,0.0614,73,0GT2hQQ6mdHeW0AZDl5NlJ,Gatluak - Bakermat Remix,2021-07-23,0.0502,0,11,139384,0.0778,techno
1291,0.785,123.96,0.621,electronic,-4.499,0.0512,0.779,4,0.11,73,1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),2022-04-29,5.92e-06,1,6,155253,0.0165,techno
1292,0.841,129.973,0.714,electronic,-5.942,0.596,0.865,4,0.0641,72,7r2cCbhAbGUE4Izor1ZnlZ,K.O.,2024-08-09,0.366,0,5,137223,0.0622,techno
1293,0.821,125.051,0.848,electronic,-5.408,0.0962,0.249,4,0.0527,72,6GomT970rCOkKAyyrwJeZi,Move Your Body,2021-10-29,0.000403,0,2,157445,0.0169,techno
1294,0.855,75.031,0.605,electronic,-4.414,0.098,0.302,4,0.329,72,47KhhDku9RLDsWIJjYaXDs,Around The World,2024-08-02,0.000709,0,10,140987,0.473,techno
1295,0.782,127.034,0.763,electronic,-4.541,0.293,0.502,4,0.0346,71,3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),2022-02-04,7.08e-06,0,7,177689,0.182,techno
1296,0.821,140.039,0.777,electronic,-4.963,0.218,0.439,4,0.0595,71,0ZVjgfaC2Ptrod9v6p9KFP,Good Love,2023-05-12,0.0042,1,1,169535,0.14,techno
1297,0.594,129.995,0.853,electronic,-6.823,0.0469,0.83,4,0.0371,71,4HB7ECLzrbgapiZyLlFbxz,Never Walk Alone,2024-08-02,0.134,0,6,188360,0.052,techno
1298,0.867,124.015,0.747,electronic,-7.311,0.114,0.684,4,0.088,70,3YgtkOxZsTuaZdL8McA1FQ,adore u,2023-08-11,0.00413,1,0,220653,0.582,techno
1299,0.606,123.006,0.567,electronic,-6.543,0.0686,0.314,4,0.0438,68,4aPX3IT9cskOWmeZvOYc5s,Hold On Me,2024-11-15,0.0,0,10,171785,0.0801,techno
1300,0.937,123.993,0.651,electronic,-4.078,0.119,0.666,4,0.0468,69,67eYAnkdTu8BMcIx29z26L,Makeba - Ian Asher Remix,2023-01-13,0.0975,1,7,125179,0.236,techno
1301,0.888,123.031,0.671,electronic,-4.285,0.0951,0.412,4,0.0412,69,799db91cR00On6N158VLHS,Tantalizing,2024-11-08,0.0106,0,10,146341,0.0022,techno
1302,0.714,127.993,0.634,electronic,-7.529,0.374,0.409,4,0.104,69,4arNFfHtD5FPYcpUUiUOM1,World Gone Wild (feat. Sam Martin),2024-10-11,0.0025,1,7,146523,0.00882,techno
1303,0.897,124.025,0.689,electronic,-4.487,0.0676,0.582,4,0.034,69,4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),2023-02-10,4.6e-06,0,10,181957,0.145,techno
1304,0.863,130.02,0.652,electronic,-4.853,0.6,0.805,4,0.0523,69,5Nwh8kghoqebxmco5ZWbDt,Born To Love Ya,2024-10-04,0.0,0,7,155077,0.0921,techno
1305,0.688,127.938,0.608,electronic,-8.597,0.08,0.214,4,0.0499,68,4r6c2ClnuYLwNv4lEM7XlW,Love Is The Only Thing,2024-11-08,0.00736,0,5,171094,0.0554,techno
1306,0.951,74.973,0.772,electronic,-3.375,0.036,0.4,4,0.271,68,03xIKiQXopptD4Sv8ijvcG,2 Times,2024-10-04,0.000738,0,9,152000,0.0634,techno
1307,0.88,130.085,0.588,electronic,-5.15,0.0667,0.523,4,0.0354,68,0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,2024-01-12,6.89e-05,1,7,144649,0.0243,techno
1308,0.831,126.056,0.785,electronic,-3.681,0.086,0.673,4,0.0444,68,1TcF5F10EN17vraisG1gQv,Happier (feat. Clementine Douglas),2024-02-02,0.0105,1,0,170359,0.0038,techno
1309,0.8,119.984,0.724,electronic,-5.468,0.0823,0.925,4,0.0541,68,1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),2024-05-03,9.38e-05,0,5,227283,0.0103,techno
1312,0.953,141.99,0.631,electronic,-3.739,0.108,0.422,4,0.0343,68,3MEYFivt6bilQ9q9mFWZ4g,Alone,2016-05-13,0.0155,1,2,273803,0.0241,future bass
1314,0.432,81.109,0.695,latin,-8.195,0.296,0.765,4,0.0479,71,5hrxAFrYbNTLjAYSrmbpgr,El Listón De Tu Pelo,1999-01-01,0.0,0,11,216107,0.312,cumbia
1315,0.483,90.941,0.738,latin,-9.097,0.086,0.774,4,0.0526,68,1Y372uxsCkKqNclj2ercap,17 Años,1999-01-01,0.0,1,0,181307,0.467,cumbia
1316,0.538,80.096,0.72,latin,-8.874,0.0654,0.805,4,0.0455,73,1xKP7GVLY33i5jmx1bB1Kk,Piensa En Mí,1996-01-01,0.0,1,10,177040,0.348,cumbia
1318,0.681,99.998,0.725,latin,-5.277,0.107,0.762,4,0.0376,73,0JGTfiC4Z41GEEpMYLbWwO,Gata Only (Remix),2024-06-07,0.0,0,8,230526,0.318,reggaeton
1319,0.519,100.025,0.763,latin,-7.426,0.0816,0.804,4,0.0636,83,42wdz3j7gstgUuhoFLCXqd,PELIGROSA,2024-08-09,6.42e-06,0,6,134930,0.22,reggaeton
1321,0.854,117.994,0.786,latin,-2.4,0.106,0.522,4,0.0741,77,0LZy30mVmxqUpdQmaXKXBd,ADIVINO,2024-04-25,2.39e-05,0,10,278644,0.169,reggaeton
1322,0.578,167.985,0.724,latin,-7.117,0.0943,0.757,4,0.0819,71,0QRHOAeU8JRaVVn3UoZBih,REINA,2023-08-28,1.06e-06,1,10,211879,0.632,reggaeton
1324,0.645,119.935,0.801,latin,-5.605,0.118,0.528,4,0.0706,70,4qSEvFGCpde73gqIuq3sho,HIBIKI,2023-10-13,0.0,0,6,208000,0.604,reggaeton
1325,0.621,139.056,0.787,latin,-5.009,0.58,0.13,4,0.068,77,4MjDJD8cW7iVeWInc2Bdyj,MONACO,2023-10-13,0.000402,0,4,267194,0.15,reggaeton
1326,0.724,94.601,0.847,latin,-5.41,0.118,0.396,4,0.298,73,3nNmRE0DxHC6ZaKkrpUumS,FINA,2023-10-13,1.11e-06,1,1,216328,0.0869,reggaeton
1327,0.795,94.969,0.845,latin,-3.502,0.224,0.681,4,0.0681,81,2kz1YOhJiNubjigR1gB1VX,DILUVIO,2023-07-07,1.78e-05,0,9,197053,0.343,reggaeton
1328,0.738,169.918,0.841,latin,-7.455,0.0892,0.484,4,0.307,83,5RqSsdzTNPX1uzkmlHCFvK,QLONA,2023-08-10,0.0,0,7,172798,0.52,reggaeton
1329,0.8,143.978,0.652,latin,-4.019,0.112,0.234,4,0.0614,74,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,2023-05-18,0.629,0,9,231704,0.143,reggaeton
1330,0.706,140.017,0.863,latin,-5.555,0.0786,0.686,4,0.103,73,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,2023-03-17,4.43e-05,0,3,208125,0.143,reggaeton
1331,0.703,123.06,0.713,latin,-5.769,0.321,0.576,4,0.194,69,5MxFWjuqQIsbNWbMdMdbli,La Jumpa,2022-11-30,0.0,1,8,255693,0.298,reggaeton
1332,0.712,92.005,0.911,latin,-5.105,0.0933,0.425,4,0.0817,81,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,2022-05-06,2.68e-05,0,1,178567,0.0901,reggaeton
1334,0.475,98.047,0.801,latin,-8.797,0.0639,0.234,4,0.0516,79,5Eax0qFko2dh7Rl2lYs3bx,Efecto,2022-05-06,1.73e-05,0,7,213061,0.141,reggaeton
1335,0.715,106.672,0.65,latin,-5.198,0.126,0.187,4,0.253,79,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,2022-05-06,0.000291,0,5,243717,0.0993,reggaeton
1336,0.684,114.011,0.795,latin,-3.971,0.658,0.419,4,0.0419,76,41oY4WCTj5kccfesTVFnvN,Tarot,2022-05-06,0.0,0,11,237895,0.0225,reggaeton
1337,0.786,196.12,0.663,latin,-3.51,0.219,0.579,4,0.195,73,1797zYiX4cKosMH836X9Gt,La Corriente,2022-05-06,0.0,0,11,198367,0.229,reggaeton
1338,0.707,127.963,0.771,latin,-6.404,0.0745,0.317,4,0.055,73,2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,2022-04-01,0.0,0,2,228750,0.389,reggaeton
1339,0.856,91.995,0.815,latin,-3.825,0.244,0.872,4,0.122,78,5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,2003-07-01,8.34e-05,0,1,151667,0.4,reggaeton
1340,0.86,175.896,0.725,latin,-3.726,0.0674,0.791,4,0.182,74,2vmfvSoZBFAt9hhRoEByLi,Volví,2021-08-03,0.000284,1,1,230125,0.422,reggaeton
1341,0.688,153.979,0.659,latin,-4.649,0.113,0.632,4,0.0673,73,0G2zPzWqVjR68iNPmx2TBe,Volando - Remix,2021-07-08,0.0,1,6,273474,0.207,reggaeton
1342,0.648,179.951,0.644,latin,-4.601,0.135,0.44,4,0.118,75,2JPLbjOn0wPCngEot2STUS,Yonaguni,2021-06-04,0.0,1,1,206710,0.276,reggaeton
1343,0.637,92.025,0.811,latin,-4.835,0.118,0.471,4,0.0591,72,5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,2020-11-27,0.000572,0,10,130014,0.234,reggaeton
1344,0.618,81.993,0.856,latin,-4.892,0.0866,0.391,4,0.286,74,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,2020-11-27,0.0,1,7,203201,0.0303,reggaeton
1345,0.759,91.952,0.78,latin,-3.292,0.143,0.579,4,0.225,69,7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",2019-08-15,0.000868,1,1,201040,0.462,reggaeton
1346,0.573,109.928,0.731,latin,-10.059,0.113,0.145,4,0.0544,75,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,2020-11-27,5.22e-05,0,4,205090,0.401,reggaeton
1347,0.765,174.021,0.691,latin,-4.727,0.203,0.855,4,0.111,74,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,2020-05-29,3.29e-06,1,8,246000,0.464,reggaeton
1348,0.829,96.172,0.607,latin,-4.074,0.107,0.685,4,0.379,72,2DEZmgHKAvm41k4J3R2E9Y,Safaera,2020-02-29,0.0,1,2,295177,0.0103,reggaeton
1349,0.848,179.87,0.685,latin,-4.561,0.0783,0.761,4,0.0858,70,6NfrH0ANGmgBXyxgV2PeXt,La Difícil,2020-02-29,7.14e-06,0,8,163084,0.0861,reggaeton
1350,0.791,92.023,0.86,latin,-4.784,0.106,0.887,4,0.0568,73,4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,2020-02-29,0.000106,1,0,175918,0.169,reggaeton
1351,0.603,129.928,0.9,latin,-5.313,0.134,0.824,4,0.0646,74,41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,2020-02-29,4.81e-06,1,2,170972,0.402,reggaeton
1352,0.801,93.992,0.762,latin,-3.661,0.254,0.81,4,0.0409,68,5kqNIqFjijuzvVLhuY9B8j,La Zona,2020-02-29,7.04e-05,0,1,136893,0.2,reggaeton
1353,0.758,97.014,0.86,latin,-5.16,0.344,0.453,4,0.0695,69,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,2020-02-29,6.54e-05,1,11,172127,0.021,reggaeton
1354,0.703,94.004,0.879,latin,-4.219,0.0569,0.788,4,0.0701,71,6mAN61JH0dzyZpWslS11jy,Fantasias,2019-08-29,0.0,1,1,199711,0.143,reggaeton
1355,0.596,165.951,0.819,latin,-7.009,0.138,0.622,4,0.318,70,7q3NthaBqFI6s0WnAlnIvq,Velitas,2019-07-12,1.19e-06,1,2,225542,0.225,reggaeton
1356,0.646,176.088,0.756,latin,-5.795,0.108,0.429,4,0.319,82,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,2019-06-28,1.81e-05,1,7,242573,0.152,reggaeton
1357,0.791,92.603,0.639,latin,-4.443,0.362,0.933,4,0.254,75,25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,2019-06-28,0.0,0,10,222347,0.0275,reggaeton
1358,0.624,176.169,0.61,latin,-4.773,0.243,0.244,4,0.309,72,2TH65lNHgvLxCKXM3apjxI,Callaita,2019-05-31,2.12e-06,1,2,250534,0.6,reggaeton
1359,0.689,97.963,0.882,latin,-4.027,0.0501,0.746,4,0.124,69,2qG5sZ7Si6sdK74qLxedYM,Con Altura,2019-03-28,0.00325,1,6,161627,0.39,reggaeton
1360,0.647,95.982,0.857,latin,-4.152,0.0842,0.553,4,0.0984,69,4lzxJ4jCuFDXXGkE1LmpKR,Verte Ir,2019-03-28,1.2e-06,0,11,267500,0.391,reggaeton
1362,0.836,96.993,0.746,latin,-4.336,0.116,0.874,4,0.0445,70,2AY1UAimvTqjJC8vDJsOyy,Mayores,2019-10-18,0.00291,0,5,203187,0.145,reggaeton
1363,0.673,87.961,0.818,latin,-7.542,0.172,0.695,4,0.148,74,5jzEwSyyymBlf1fa1o39T2,512,2021-02-05,0.0,0,4,193636,0.348,reggaeton
1364,0.711,173.916,0.718,latin,-5.746,0.1,0.92,4,0.11,72,6Ges5C2IE738iJh4HyQizQ,Ay Vamos,2014-09-12,5.52e-05,0,8,226413,0.157,reggaeton
1365,0.701,175.95,0.73,latin,-5.885,0.151,0.785,4,0.106,82,6DUdDIRgLqCGq1DwkNWQTN,Borro Cassette,2015-10-30,0.0,0,5,207307,0.132,reggaeton
1366,0.746,175.965,0.746,latin,-5.046,0.274,0.733,4,0.102,69,3uvypVUsiIr1B0BccIcsEh,6 AM,2013-09-29,0.0,0,5,243227,0.152,reggaeton
1367,0.681,140.006,0.807,latin,-6.268,0.0962,0.676,4,0.0983,69,5hcisvFMidkMJlElTO9Qmw,Sensualidad,2017-11-03,0.0,1,11,297485,0.423,reggaeton
1368,0.69,106.034,0.799,latin,-7.252,0.143,0.682,4,0.1,70,0GmiGIxXDNrePrHBpijYDp,Sigue Bailandome,2018-10-19,0.001,1,7,352442,0.282,reggaeton
1369,0.812,87.864,0.683,latin,-4.493,0.0872,0.724,4,0.0711,69,5qFeMRz4TvetPmzjre9Dq7,No Es Justo,2018-05-25,0.000404,1,7,250840,0.161,reggaeton
1370,0.598,83.836,0.55,latin,-5.402,0.0955,0.543,4,0.0831,74,5J7teKIJGtqVypgYI6sqXj,Una Vez,2020-02-29,2.58e-06,0,11,232496,0.132,reggaeton
1371,0.761,168.022,0.714,latin,-4.596,0.241,0.906,4,0.0427,69,5y7DaS3jAc9eZzcSOoUIwU,Una Locura,2020-09-04,0.00035,0,5,230693,0.139,reggaeton
1372,0.617,168.021,0.713,latin,-4.637,0.0962,0.682,4,0.0887,70,1xK1Gg9SxG8fy2Ya373oqb,Bandido,2020-12-10,0.0,1,8,232853,0.122,reggaeton
1373,0.675,79.31,0.627,latin,-7.125,0.0784,0.961,4,0.212,75,7hynhxDoDpgMIV12JuVtNa,UN PESO,2019-06-28,0.0,0,5,277107,0.125,reggaeton
1374,0.706,88.863,0.635,latin,-3.224,0.108,0.443,4,0.125,70,2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,2021-03-26,0.0,0,5,209160,0.256,reggaeton
1375,0.766,130.001,0.762,latin,-3.955,0.128,0.442,4,0.0343,76,5fwSHlTEWpluwOM0Sxnh5k,Pepas,2021-06-24,6.98e-05,1,7,287120,0.00776,reggaeton
1376,0.745,94.979,0.793,latin,-4.579,0.293,0.716,4,0.0571,69,2KcNrONbZ0hvBPjvrDO2tx,ALMAS GEMELAS,2021-07-22,0.000189,1,7,235411,0.182,reggaeton
1377,0.766,93.956,0.737,latin,-4.242,0.114,0.662,4,0.0458,70,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,2020-02-29,6.63e-06,0,10,196500,0.31,reggaeton
1378,0.703,169.888,0.639,latin,-6.33,0.0865,0.138,4,0.0794,70,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,1.78e-06,0,4,207301,0.0889,reggaeton
1379,0.7,93.991,0.843,latin,-3.563,0.14,0.899,4,0.0803,69,1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,2022-02-10,0.0,0,4,226088,0.0934,reggaeton
1380,0.694,90.02,0.869,latin,-3.35,0.0878,0.511,4,0.0783,68,6ZOcbKub95XSDESsKKuH41,Desesperados,2021-12-11,0.00125,0,1,224997,0.356,reggaeton
1381,0.636,174.14,0.695,latin,-4.654,0.081,0.575,4,0.317,70,2rurDawMfoKP4uHyb2kJBt,Te Felicito,2022-04-21,0.0,1,5,172235,0.234,reggaeton
1382,0.903,78.293,0.564,latin,-3.221,0.175,0.607,4,0.307,71,1dm6z1fWB0cErMszU25dy2,Después de la Playa,2022-05-06,0.0,1,5,230400,0.356,reggaeton
1383,0.674,99.968,0.804,latin,-5.453,0.115,0.292,4,0.0333,79,6Xom58OOXk2SoU711L2IXO,Moscow Mule,2022-05-06,1.18e-06,0,5,245940,0.294,reggaeton
1384,0.584,115.018,0.849,latin,-8.195,0.492,0.724,4,0.115,71,0wihfILRNOwE2156Shezc8,Agosto,2022-05-06,6.18e-06,0,1,139041,0.0929,reggaeton
1385,0.673,181.891,0.655,latin,-5.98,0.0753,0.342,4,0.308,70,17I27VXKtqXJHL6ReaG0eS,Hola - Remix,2022-02-09,0.0,0,0,249520,0.473,reggaeton
1386,0.858,92.523,0.627,latin,-2.824,0.21,0.342,4,0.386,68,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,2022-08-26,0.0,0,11,209160,0.263,reggaeton
1387,0.694,95.0,0.703,latin,-4.808,0.12,0.298,4,0.0607,71,7k3qWn8D43a5ISa3x8lJux,¿Qué Nos Pasó?,2022-05-26,5.8e-06,0,3,245739,0.436,reggaeton
1389,0.739,179.879,0.704,latin,-3.286,0.0856,0.425,4,0.112,70,1lV3QHHMAQt0Kc1ioZq2MP,Sexo Virtual,2021-12-10,1.93e-05,1,8,208292,0.328,reggaeton
1390,0.846,98.026,0.734,latin,-3.425,0.235,0.604,4,0.0489,70,2BEcap3xJtmiPaHKyfQi4e,Nostálgico,2021-09-08,1.74e-06,0,9,209884,0.166,reggaeton
1392,0.479,169.922,0.812,latin,-5.678,0.0756,0.559,4,0.333,79,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,2023-03-17,1.21e-06,0,2,234353,0.213,reggaeton
1393,0.892,97.008,0.791,latin,-2.58,0.0609,0.916,4,0.0521,74,2hn2zOA2XFlv6DSmesylrL,QUEMA,2023-07-13,0.000355,1,0,150619,0.0509,reggaeton
1394,0.737,91.986,0.708,latin,-4.045,0.0955,0.607,4,0.0436,82,7ABLbnD53cQK00mhcaOUVG,LALA,2023-03-23,0.00162,1,1,197920,0.0739,reggaeton
1395,0.711,102.984,0.822,latin,-4.943,0.083,0.934,4,0.0668,71,3cDyocF0Ibdfs1SFQk5cLZ,Lollipop,2023-07-28,1.46e-05,1,6,199947,0.179,reggaeton
1396,0.812,162.087,0.785,latin,-3.174,0.107,0.903,4,0.0644,72,3j5zNcb0aSk7dx3W3mAKzw,Pa Ti Estoy,2023-11-17,0.0,1,3,206103,0.147,reggaeton
1397,0.794,92.998,0.843,latin,-4.686,0.25,0.796,4,0.0426,69,6k5wiT5l9DK8iZmhvEvoqo,Corazón Roto - Remix,2023-04-07,1.22e-06,0,1,275040,0.226,reggaeton
1398,0.769,167.969,0.771,latin,-3.504,0.345,0.931,4,0.0694,68,74j34STf8L6uADnTN69ohv,El Efecto - Remix,2019-12-13,1.57e-05,0,0,289899,0.18,reggaeton
1399,0.88,180.011,0.72,latin,-2.834,0.153,0.463,4,0.101,75,05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,2023-12-07,0.06,1,9,197333,0.0562,reggaeton
1400,0.672,93.999,0.817,latin,-5.612,0.13,0.774,4,0.299,72,6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,2019-08-02,0.0,0,11,332240,0.441,reggaeton
1401,0.543,98.992,0.898,latin,-8.317,0.338,0.359,4,0.121,71,7DOh0tBGnyMt6C5OO7o8Yq,Nada,2019-06-03,0.000623,0,6,305114,0.343,reggaeton
1402,0.709,99.993,0.725,latin,-5.017,0.114,0.648,4,0.129,79,5bi0gh89wRuH2OgjdAKFsb,Santa,2024-04-04,0.000189,0,3,193039,0.321,reggaeton
1403,0.766,96.037,0.88,latin,-2.906,0.382,0.594,4,0.0505,69,1S3SAFqLBWk3HaR5UyXp43,Guay,2024-04-18,1.79e-05,0,1,210788,0.0881,reggaeton
1404,0.671,169.727,0.714,latin,-5.119,0.325,0.641,4,0.362,69,4PEfJZpVjdclfzZ9XO8uDw,HASTA ABAJO,2019-10-04,0.0,1,5,229827,0.292,reggaeton
1405,0.617,173.97,0.703,latin,-5.696,0.433,0.486,4,0.151,75,43PiEypaceH339CSNiggyj,BBY BOO - REMIX,2024-03-27,6.11e-06,1,5,275862,0.215,reggaeton
1406,0.626,100.02,0.763,latin,-5.637,0.205,0.78,4,0.0433,85,5Uptvz6j1sjDKxidAcnH2L,SI NO ES CONTIGO,2024-05-23,0.225,0,5,156171,0.0859,reggaeton
1407,0.499,99.986,0.791,latin,-8.472,0.0899,0.669,4,0.0509,87,6XjDF6nds4DE2BBbagZol6,Gata Only,2024-02-02,2.41e-05,0,8,222000,0.446,reggaeton
1408,0.476,129.992,0.793,latin,-10.515,0.115,0.578,4,0.0406,75,2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,2023-08-18,0.0,0,5,194769,0.132,reggaeton
1409,0.71,92.009,0.535,latin,-2.978,0.141,0.523,4,0.324,70,34ZngZgo8xicbt1EE8Ob8Z,Porno,2019-10-11,0.0,0,1,212653,0.428,reggaeton
1412,0.779,128.028,0.937,latin,-3.539,0.0408,0.95,4,0.329,71,22jhscHs2DoVqKG5vKJytQ,Que Se Cuide,2024-05-04,6.85e-05,0,4,155625,0.22,reggaeton
1413,0.583,115.221,0.669,latin,-8.949,0.1,0.271,4,0.269,83,1cZHUhGz7xJ8c4szDipipd,Mejores Jordans,2024-07-30,2.54e-06,1,1,234716,0.603,reggaeton
1414,0.496,100.025,0.696,latin,-7.532,0.0626,0.476,4,0.0365,76,0ZS96pPRLyGUViVi5PWCAR,APAGA EL CEL,2024-08-09,0.000397,0,9,184806,0.273,reggaeton
1416,0.86,100.019,0.774,latin,-2.888,0.116,0.446,4,0.13,88,7bywjHOc0wSjGGbj04XbVi,LUNA,2023-12-01,0.0,0,7,196800,0.131,reggaeton
1417,0.507,99.994,0.755,latin,-6.76,0.18,0.606,4,0.0684,76,27bcRgu0wnDteieWlLCxc8,TU TA RICA,2024-08-09,1.82e-05,0,3,124806,0.293,reggaeton
1418,0.599,86.533,0.828,brazilian,-1.624,0.0775,0.478,5,0.149,73,3Hb9kUdm4yf839Fle4RIdT,Parado no Bailão,2018-07-23,0.0,1,11,171692,0.381,funk
1419,0.827,129.949,0.956,brazilian,1.295,0.423,0.614,4,0.222,70,7snnTlaWaN39nfN1PhUaT8,Se Voce Nao Quer Passa a Vez,2022-03-22,0.000259,1,9,133846,0.136,funk
1420,0.99,126.015,0.748,brazilian,-2.39,0.267,0.386,4,0.151,72,6yVjjQA31SLM1kc4j5jPwF,BRAZILIAN DANÇA PHONK,2023-05-12,0.132,1,1,118194,0.303,funk
1422,0.413,130.078,0.92,brazilian,-7.901,0.133,0.679,4,0.0752,72,64CovjRwInpOJW4PiGMprY,Faz um Vuk Vuk (Teto Espelhado),2023-07-20,0.0514,0,7,138462,0.504,funk
1423,0.789,130.053,0.89,brazilian,-1.826,0.192,0.758,4,0.428,69,448158cOtdLyR59DJnzpON,Te Maceto Depois Do Baile,2024-05-14,0.0,1,11,199615,0.147,funk
1424,0.427,80.492,0.492,brazilian,-6.37,0.53,0.443,5,0.372,77,6RjSXi9cPGroetXeNsWFGL,MTG QUEM NÃO QUER SOU EU,2024-05-10,0.00482,0,9,123692,0.364,funk
1425,0.669,130.05,0.949,brazilian,-3.922,0.169,0.843,4,0.222,78,6hZGsChumRhWG24OEh698c,Ela Joga na Hora,2024-03-28,0.000592,0,2,132923,0.36,funk
1426,0.687,117.008,0.778,brazilian,-8.568,0.356,0.839,4,0.105,78,7IFsTX5H1sWcEl8joV0IdD,THE BOX MEDLEY FUNK 2,2024-04-18,0.0105,0,11,266667,0.578,funk
